industry,industry_uuid,category,subcategory_1,subcategory_2,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_4017a4ff8e3e411b95f7f4bcf278f2a3,Gold Package,"✅ Interior Window Cleaning
✅ Exterior Window Cleaning
✅ Screens Cleaned (FREE)
✅ Tracks Cleaned
✅ Sills & Frames Detailed
✅ House Soft Wash (Walls, Soffits, Fascia, Gutter Exteriors)",$0.40,$0.00,false,Sq. Ft.,"",true
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_1bc8711bf714431ca6a56041a2283b05,Silver Package,"A detailed window cleaning for crystal-clear results inside and out.

✅ Interior Window Cleaning
✅ Exterior Window Cleaning
✅ Screens Cleaned
❌ Tracks Cleaned
✅ Sills & Frames Detailed
❌ House Soft Wash",$0.19,$0.00,false,Sq. Ft.,"",true
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_45e5ebcc5f2e4337b041e5d73f4cde92,Bronze Package,"A simple, budget-friendly option to maintain curb appeal.

❌ Interior Window Cleaning
✅ Exterior Window Cleaning
✅ Screens Cleaned (FREE)
❌ Tracks Cleaned
❌ Sills & Frames Detailed
❌ House Soft Wash",$0.10,$0.00,false,Sq. Ft.,"",true
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Window Cleaning,"","",olit_a26d7a1f3e804c43a0210b46ab0d0fbb,Window Cleaning Promotion,"A detailed window cleaning for crystal-clear results inside and out.

✅ Interior Window Cleaning
✅ Exterior Window Cleaning
✅ Screens Cleaned
❌ Tracks Cleaned
✅ Sills & Frames Detailed
❌ House Soft Wash",$197.00,$0.00,false,Each,"",true
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Custom Services,"","",olit_d568be59ef194935a6b44c05a1c1f30d,Monarch Luxury Apartments: Janitorial Cleaning,"Cleaning and sanitizing of clubhouse, restrooms, fitness center, pet spa, and mail room; dusting and wiping surfaces; vacuuming, sweeping, and mopping floors; trash removal; disinfecting high-touch areas; spot cleaning glass, mirrors, walls, elevators, and common areas to maintain luxury property standards.",$0.00,$0.00,false,"","",false
Window & Exterior Cleaning,ind_50413bdcbb67410da504845ec48af17d,Misc. Services,"","",olit_e14748c0642740aa9655df42c1975d0f,Adhesive Removal,"Removal of glue, tape residue, or other sticky materials from glass

Cost is per window",$0.00,$10.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Post-Construction (Commercial),"","",olit_f86facc6ce4d4525bd78e7ac193fc203,Construction Rough Clean (Commercial),"Our Construction Rough Clean service removes dust, debris, and leftover materials from your commercial space after construction. We create a safer, cleaner environment, preparing your property for finishing touches and ensuring a smooth transition to the next phase.",$0.00,$0.00,false,"","",false
Janitorial,ind_ddf8835196c9457d90af263be411cc43,Post-Construction (Commercial),"","",olit_f5da9fb6d9574c69b5575f3b21e1cf99,Post-Construction Final Clean (Commercial),"Our Post-Construction Final Clean ensures your new commercial space is clean, safe, and move-in ready. We remove dust, debris, and residues, leaving a polished, professional finish. Trust us for a fresh start and a welcoming environment for your business.",$0.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Custom Services,Monarch Apartment Cleaning,"",olit_eee4978a384e44cea299bcd0b10c64c7,1 Bedroom Turnover Cleaning  ,"Move-Out Cleaning – Comprehensive cleaning to prepare the unit for turnover, showing, or move-in. Includes cleaning of kitchens, bathrooms, floors, fixtures, and accessible surfaces throughout the unit.

Note: Appliances and other heavy items will not be moved; cleaning is limited to accessible areas.
",$200.00,$0.00,false,Each,"",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Custom Services,Monarch Apartment Cleaning,"",olit_502725130d3841d19cea249caf7766f8,2 Bedroom Turnover Cleaning,"Move-Out Cleaning – Comprehensive cleaning to prepare the unit for turnover, showing, or move-in. Includes cleaning of kitchens, bathrooms, floors, fixtures, and accessible surfaces throughout the unit.

Note: Appliances and other heavy items will not be moved; cleaning is limited to accessible areas.
",$250.00,$0.00,false,Each,"",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Custom Services,Monarch Apartment Cleaning,"",olit_14b819594dad4623b65c745933ab3d70,3 Bedroom Turnover Cleaning,"Move-Out Cleaning – Comprehensive cleaning to prepare the unit for turnover, showing, or move-in. Includes cleaning of kitchens, bathrooms, floors, fixtures, and accessible surfaces throughout the unit.

Note: Appliances and other heavy items will not be moved; cleaning is limited to accessible areas.
",$285.00,$0.00,false,Each,"",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Custom Services,Monarch Apartment Cleaning,"",olit_4a00dc9a42ca4076abaea4ff5bc27526,1 Bedroom Light Refresh Cleaning,"Touch-up cleaning of an already cleaned unit to ensure it is fresh, presentable, and move-in/ showing ready. Includes dusting of accessible surfaces, wipe-down of high-touch areas, spot cleaning as needed, and a final quality. ",$100.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Custom Services,Monarch Apartment Cleaning,"",olit_bffc0b13519f433a82550df3e88a3e74,2 Bedroom Light Refresh Cleaning,"Touch-up cleaning of an already cleaned unit to ensure it is fresh, presentable, and move-in/ showing ready. Includes dusting of accessible surfaces, wipe-down of high-touch areas, spot cleaning as needed, and a final quality. ",$125.00,$0.00,false,Each,"",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,Custom Services,Monarch Apartment Cleaning,"",olit_33759ffaf6b84d4f86c8f2f6e74adc2b,3 Bedroom Light Refresh Cleaning,"Touch-up cleaning of an already cleaned unit to ensure it is fresh, presentable, and move-in/ showing ready. Includes dusting of accessible surfaces, wipe-down of high-touch areas, spot cleaning as needed, and a final quality. ",$142.50,$0.00,false,Each,"",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"0-1,000 Sq Ft","","",olit_c7b77e61584941c19a9f861e9d5f4c48,Post-Renovation Cleaning ,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$450.00,$0.00,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"1,001-1,300 Sq Ft","","",olit_86f775a586b749cca6dc04dd4d8d78b9,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$575.00,$316.25,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"1,301-1,600 Sq Ft","","",olit_2d5a33a73a4d450c87d4afc38be57904,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$725.25,$398.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"1,901-2,200 Sq Ft","","",olit_874d16810ac549bf84640236f5cea170,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1025.25,$563.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"2,201-2,500 Sq Ft","","",olit_e77901f2d3844a53b622dcb498eb597e,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1175.25,$646.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"2,501-2,800 Sq Ft","","",olit_32c2e80d6dd24dab97d49d062bf77ddd,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1325.25,$728.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"2,801-3,100 Sq Ft","","",olit_284427239fad49dd94da540a5f0ed81b,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1475.25,$811.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"3,101-3,400 Sq Ft","","",olit_755caaec892d4c7a894b21a558656e5e,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1625.25,$893.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"3,401-3,700 Sq Ft","","",olit_83dc1d78e91c496891f48d58f501583b,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1775.25,$976.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"3,701-4,000 Sq Ft","","",olit_d7411a805b2040a1bfff22af4433147a,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$1925.25,$1058.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"4,001-4,300 Sq Ft","","",olit_791172d6e84841389dfa19c96c4519ca,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2075.25,$1141.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"4,301-4,600 Sq Ft","","",olit_7e718a427e9b4fb8b4834c5bec7b14ee,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2225.25,$1223.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"4,601-4,900 Sq Ft","","",olit_07cb79ab2b184bd5b9d9383f037ebfb6,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2375.25,$1306.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"4,901-5,200 Sq Ft","","",olit_42ca82c84b7948d390392016db20a2db,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2375.25,$1306.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"5,201-5,500 Sq Ft","","",olit_077ebc3714e84a55a22226df66b6bab4,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2675.25,$1471.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"5,501-5,800 Sq Ft","","",olit_3cd33c64f3964b918f76ce9151f18fee,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2825.25,$1553.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"5,801-6,100 Sq Ft","","",olit_30b68eee096c400ca40ada44bb2619bc,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$2975.25,$1636.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"6,101-6,400 Sq Ft","","",olit_294e10769ffd47739b119e0c0f556eb7,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$3125.25,$1718.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"6,401-6,700 Sq Ft","","",olit_081cdfb01f394be7ab7c48ad60cd5fc3,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$3275.25,$1801.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"6,701-7,000 Sq Ft","","",olit_c073c78a9cbe45e5a09918f00ead904e,Post-Renovation Cleaning ,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$3425.25,$1883.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,001-7,300 Sq Ft","","",olit_4f948e0725be4195b0f13e15813caccb,Post-Renovation Cleaning ,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$3575.25,$1996.38,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,301-7,600 Sq Ft","","",olit_fd06029061d84047a93eca3b7b39ef3e,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$3725.25,$2048.88,false,"","",false
Home Cleaning,ind_dd88b46f5da742d7b8e679dc57dd329f,"7,601-7,900 Sq Ft","","",olit_2ada58c2c92949bb8207799d07450225,Post-Renovation Cleaning,"Post-Renovation Cleaning removes dust, debris, and construction residue, leaving your home spotless and move-in ready. Our thorough service ensures a safe, fresh, and comfortable living space after remodeling, so you can enjoy your newly improved home.",$3875.25,$2131.38,false,"","",false
